"","Date","The_Big_Bang_Theory_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","Liste_des_épisodes_de_The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_spider","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory_fr.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_es.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_spider","The_Big_Bang_Theory_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_spider"
"103",2015-10-10,"18655"," 1961","  532"," 9941"," 6629"," 3827","  131","   78","   77","12731","10643","   20","   16"," 1754"," 2720"," 1145"," 1461"," 8231"," 3838"," 2931"," 1441"," 3202","  583","   21"," 6276"," 1780","    9"
"104",2015-10-11,"18868"," 1396","  516"," 9898"," 6861"," 2249","  149","  101","   38","13273","10946","   28","    7","  796"," 2506"," 1244"," 1445"," 8494"," 3913"," 3084"," 1602"," 2561","  520","   13"," 5333"," 1825","    9"
"105",2015-10-12,"23517"," 1340","  523","13269","10124"," 2016","  136","   87","   42","18018","15495","   25","   24","  647"," 5015"," 2100"," 1773"," 9721"," 5125"," 3897"," 2077"," 5780"," 1364","    7","11420"," 3622","   13"
"106",2015-10-13,"31554"," 1507","  532","18227","15417"," 2236","  196","  142","  278","25256","22892","   23","   23","  692"," 4482"," 2134"," 1908","12601"," 7144"," 3520"," 1589"," 3115","  727","   19"," 7920"," 2928","    8"
"107",2015-10-14,"20670"," 1451","  458","12175"," 8990"," 2154","  161","   81","   46","15852","13368","   14","   15","  655"," 4016"," 1726"," 1676"," 8084"," 4161"," 3271"," 1560"," 3931","  676","   10"," 8307"," 2461","   48"
"108",2015-10-15,"22327"," 1300","  435","12968"," 7973"," 1929","  206","  113","   63","14126","12172","   28","   14","  602"," 4431"," 1378"," 1636"," 8881"," 4006"," 4369"," 2681"," 3268","  526","   16"," 8054"," 1961","   33"
"109",2015-10-16,"19082"," 1219","  421","10878"," 7076"," 1910","  171","   75","   36","12979","10870","   15","    4","  658"," 3658"," 1175"," 1553"," 7778"," 3603"," 3510"," 1926"," 3277","  539","   13"," 7263"," 1764","   17"
"110",2015-10-17,"17851"," 2337","  584"," 9369"," 6547"," 4671","  121","   88","   39","12603","10211","    9","    9"," 2204"," 2490"," 1138"," 1263"," 8076"," 3504"," 2886"," 1590"," 2927","  670","   17"," 5739"," 1866","    4"
"111",2015-10-18,"18747"," 1536","  547"," 9907"," 7153"," 2417","  133","   73","   33","13458","11296","   19","    6","  842"," 2836"," 1350"," 1522"," 8346"," 3976"," 3273"," 1726"," 2909","  693","   10"," 6042"," 2092","   13"
"112",2015-10-19,"20442"," 1533","  566","12253"," 9757"," 2257","  107","   93","   22","16352","14034","   15","   10","  689"," 5364"," 2280"," 1696"," 7767"," 4109"," 3254"," 1532"," 7031"," 1521","   14","13182"," 4006","    6"
"113",2015-10-20,"26206"," 1733","  598","15601","14348"," 2466","  161","  132","  236","23450","20517","   12","    9","  700"," 5568"," 2137"," 1745","10039"," 5874"," 3222"," 1464"," 4131"," 1010","   30","10153"," 3254","    5"
"114",2015-10-21,"19744"," 1309","  446","11714"," 8879"," 1970","  146","  133","   76","15394","13307","   10","   25","  629"," 4254"," 1528"," 1680"," 7589"," 4198"," 3391"," 1680"," 4113","  789","   28"," 8760"," 2402","   12"
"115",2015-10-22,"20452"," 1463","  415","11260"," 8255"," 2196","  213","   92","   47","14593","13831","   10","   11","  697"," 3528"," 1271"," 1830"," 8728"," 5319"," 4376"," 2514"," 2708","  504","   15"," 6504"," 1817","   27"
"116",2015-10-23,"18230"," 1249","  355","10412"," 7401"," 1955","  186","  109","   60","13118","11479","   14","    9","  665"," 3072"," 1152"," 1562"," 7424"," 3922"," 3476"," 1867"," 2512","  475","   63"," 5839"," 1672","   24"
"117",2015-10-24,"16790"," 2290","  600"," 8806"," 6713"," 5018","  120","   97","   29","12333","10507","   10","    6"," 2600"," 2215","  974"," 1471"," 7569"," 3620"," 3038"," 1538"," 2885","  447","   18"," 5396"," 1456","   48"
"118",2015-10-25,"18288"," 1536","  581"," 9680"," 7282"," 2406","  148","   89","   49","13194","11224","   24","    8","  832"," 2573"," 1343"," 1324"," 8139"," 3774"," 2922"," 1566"," 2670","  589","   14"," 5508"," 1995","    7"
"119",2015-10-26,"19926"," 1570","  533","12167"," 9895"," 2406","  262","  112","   37","16067","14121","   10","   13","  781"," 4381"," 1869"," 1550"," 7387"," 4037"," 3174"," 1598"," 4868"," 1187","   13"," 9821"," 3199","   19"
"120",2015-10-27,"26882"," 1660","  695","16121","16059"," 2440","  254","   98","   96","25163","23062","   13","   32","  734"," 4532"," 2034"," 1863","10100"," 6637"," 3372"," 1472"," 3187","  659","   23"," 8034"," 2756","   14"
"121",2015-10-28,"20071"," 1368","  499","12002"," 9931"," 2054","  178","  100","   67","15848","14108","   16","    9","  657"," 3539"," 1442"," 1715"," 7645"," 3972"," 3348"," 1608"," 3063","  592","    8"," 6912"," 2088","   18"
"122",2015-10-29,"19945"," 1313","  429","11368"," 8291"," 1934","  179","   96","   54","14037","12617","   15","    7","  591"," 3098"," 1237"," 1678"," 8164"," 4134"," 3703"," 2005"," 2263","  435","   15"," 5602"," 1714","    8"
"123",2015-10-30,"17117"," 1208","  389"," 9895"," 7355"," 1897","  202","   90","   41","12588","10834","   11","   10","  656"," 2500","  976"," 1271"," 6845"," 3326"," 2948"," 1643"," 2299","  388","   11"," 5077"," 1409","   13"
"124",2015-10-31,"15862"," 1855","  520"," 8628"," 6567"," 3653","  169","   86","   36","11591"," 9722","    7","    7"," 1717"," 2009","  935"," 1144"," 6848"," 3000"," 2608"," 1428"," 2141","  363","   14"," 4374"," 1344","   12"
"125",2015-11-01,"17776"," 1394","  502"," 9474"," 7547"," 2236","  160","  101","   45","13592","11484","   24","   11","  810"," 2319"," 1257"," 1060"," 7803"," 3765"," 2293"," 1215"," 2560","  523","    6"," 5163"," 1840","   14"
"126",2015-11-02,"22026"," 1450","  505","12938","10476"," 2236","  215","  125","   43","17890","15079","   32","   13","  754"," 5801"," 2232"," 1647"," 8558"," 4381"," 2986"," 1317"," 8674"," 1858","    8","15494"," 4312","   12"
"127",2015-11-03,"33237"," 2028","  961","23113","23577"," 2965","  226","  126","   80","41686","32589","   33","    8","  898"," 5516"," 2527"," 1896"," 9450"," 8582"," 3233"," 1314"," 3428","  825","   12"," 9303"," 3442","   33"
"128",2015-11-04,"24825"," 1730","  665","16317","15031"," 2613","  213","  103","   92","25076","21122","   15","    8","  836"," 3976"," 1788"," 1908"," 8010"," 5852"," 3456"," 1518"," 2866","  549","   16"," 7108"," 2388","   15"
"129",2015-11-05,"24503"," 1504","  545","15054","14218"," 2217","  154","   99","   89","22794","19985","   14","   10","  684"," 3442"," 1349"," 1550"," 8954"," 5519"," 3748"," 2160"," 2500","  541","   12"," 6203"," 1937","   10"
"130",2015-11-06,"28605"," 1487","  593","17243","16530"," 2289","  165","   88","  145","26673","23440","   19","    5","  761"," 3043"," 1200"," 1492","10757"," 6568"," 2871"," 1349"," 2330","  427","   25"," 5649"," 1664","   13"
"131",2015-11-07,"20950"," 1839","  623","11566"," 9898"," 3742","  161","  100","   37","16419","14540","   17","    7"," 1815"," 2850"," 1099"," 1262"," 8855"," 4430"," 2585"," 1284"," 2927","  499","   30"," 6084"," 1650","   13"
"132",2015-11-08,"20904"," 1504","  573","11042"," 9018"," 2787","  167","   99","   43","14904","13308","   28","   10"," 1224"," 2479"," 1308"," 1263"," 9317"," 4103"," 2683"," 1389"," 2331","  480","    6"," 5072"," 1841","   16"
"133",2015-11-09,"21164"," 1271","  434","12252"," 9705"," 2055","  161","   99","   46","15332","13651","   13","   16","  758"," 4481"," 1915"," 1477"," 8459"," 3761"," 2890"," 1397"," 5029"," 1012","   19","10054"," 3056","    8"
"134",2015-11-10,"22633"," 1308","  469","13425","11858"," 2094","  167","   91","   45","18967","16891","   16","    9","  744"," 4100"," 1906"," 1522"," 8737"," 4828"," 2978"," 1429"," 2806","  606","    6"," 7176"," 2566","    8"
"135",2015-11-11,"20419"," 1511","  593","11946","10364"," 2446","  122","   82","   34","16349","14699","   25","   11","  896"," 3331"," 1324"," 1440"," 8036"," 4140"," 3091"," 1616"," 2518","  488","   17"," 6106"," 1858","    9"
"136",2015-11-12,"24178"," 1340","  507","13674","12414"," 2100","  150","  103","   34","18883","18267","    9","    7","  722"," 3353"," 1269"," 1437"," 9921"," 5598"," 3485"," 2006"," 2162","  433","   20"," 5715"," 1739","   32"
"137",2015-11-13,"28820"," 1527","  614","17215","20305"," 2319","  171","   96","  108","30464","30293","   13","   10","  750"," 3153"," 1125"," 1558","10968"," 9558"," 2973"," 1389"," 2210","  440","   18"," 5583"," 1612","   93"
"138",2015-11-14,"19983"," 1488","  572","11192","11452"," 2544","  101","  110","  198","18461","16746","    9","   10"," 1024"," 2246"," 1139"," 1160"," 8285"," 5013"," 2466"," 1277"," 2261","  511","    8"," 4751"," 1696","   33"
"139",2015-11-15,"21091"," 1586","  642","11361","10331"," 2472","  110","  112","   93","17219","15507","   28","    7","  834"," 2789"," 1522"," 1513"," 9132"," 4908"," 2675"," 1143"," 2829","  593","   14"," 5906"," 2176","    9"
"140",2015-11-16,"19096"," 1306","  531","11479","10124"," 2035","  114","  104","   56","15873","14264","   26","   15","  702"," 4381"," 1798"," 1351"," 7200"," 3968"," 2693"," 1322"," 5137","  943","   11","10077"," 2864","   13"
"141",2015-11-17,"20128"," 1286","  458","12209","10608"," 2077","  105","   97","   41","17474","14924","    6","    6","  748"," 4053"," 1913"," 1363"," 7523"," 4155"," 2624"," 1235"," 2673","  610","   13"," 6985"," 2580","   47"
"142",2015-11-18,"22920"," 1272","  420","14116","12676"," 2046","  100","   97","   58","19017","17822","   10","    6","  745"," 3769"," 1615"," 1574"," 8338"," 4891"," 3053"," 1452"," 2811","  525","   19"," 6855"," 2196","   39"
"143",2015-11-19,"24214"," 1375","  525","14278","13816"," 2112","  124","   95","   80","20271","19900","   16","   10","  697"," 4031"," 1492"," 1929"," 9419"," 5827"," 3936"," 1969"," 2710","  487","   16"," 7000"," 2029","  220"
"144",2015-11-20,"31098"," 1595","  643","18116","21297"," 2352","  188","  179","  215","33667","31186","   44","   18","  711"," 3153"," 1502"," 1649","12233"," 9375"," 3321"," 1624"," 2639","  579","   32"," 6031"," 2123","  120"
"145",2015-11-21,"22375"," 1915","  616","11955","12361"," 3504","   84","  110","   52","20207","18365","   19","    6"," 1525"," 2579"," 1200"," 1255"," 9903"," 5722"," 2873"," 1577"," 2895","  519","   27"," 5762"," 1761","   14"
"146",2015-11-22,"21344"," 1611","  632","11567","10840"," 2551","   97","  110","   49","17659","15951","   19","    6","  896"," 2578"," 1437"," 1266"," 9188"," 4846"," 2728"," 1430"," 2717","  562","   20"," 5605"," 2083","   15"
"147",2015-11-23,"20612"," 1358","  532","12584","11238"," 2131","  174","  117","   54","17204","15540","   35","   21","  734"," 4606"," 2027"," 1531"," 7594"," 4090"," 3025"," 1450"," 5708"," 1114","   21","10890"," 3276","   15"
"148",2015-11-24,"21019"," 1377","  435","12591","11562"," 2111","  158","  120","   46","17825","16320","   19","    7","  692"," 4201"," 2004"," 1452"," 8010"," 4509"," 3203"," 1717"," 3143","  574","    7"," 7622"," 2629","   17"
"149",2015-11-25,"21833"," 1343","  462","12918","11497"," 2210","  130","  151","   86","18149","15839","   14","    6","  820"," 4568"," 1539"," 1568"," 8490"," 4118"," 3373"," 1765"," 3614","  583","   21"," 8532"," 2174","   14"
"150",2015-11-26,"23719"," 1337","  496","13096","13645"," 2071","  114","  105","   49","22530","19337","   20","   10","  706"," 3644"," 1374"," 1684","10055"," 5397"," 3989"," 2254"," 2720","  502","   19"," 6600"," 1931","   14"
"151",2015-11-27,"33289"," 1699","  862","20113","24265"," 2533","  168","  123","   83","42167","32378","   13","    7","  787"," 3123"," 1540"," 1808","12389"," 7652"," 3481"," 1637"," 2657","  511","   11"," 6040"," 2088","   13"
"152",2015-11-28,"24176"," 1861","  731","13689","15203"," 3398","  127","   95","   44","25833","20818","   18","   12"," 1469"," 2249"," 1246"," 1514"," 9939"," 5304"," 3041"," 1496"," 2696","  447","   14"," 5198"," 1743","   22"
"153",2015-11-29,"23459"," 1700","  745","13224","13656"," 2764","  177","  114","   60","22551","19034","   11","    3"," 1009"," 2539"," 1430"," 1601"," 9672"," 5112"," 3809"," 2159"," 2542","  605","   18"," 5356"," 2095","   16"
"154",2015-11-30,"24693"," 1681","  633","15510","15348"," 2582","  293","  105","   57","23672","20968","   41","   11","  855"," 8064"," 3663"," 1702"," 8681"," 5350"," 3273"," 1537","12154"," 4814","   11","21411"," 9086","   16"
"155",2015-12-01,"24775"," 1478","  561","15019","14818"," 2343","  347","  116","   62","22746","20124","   34","   11","  823"," 6001"," 3162"," 1685"," 9259"," 5032"," 3243"," 1533"," 4520"," 1605","   12","10968"," 4923","   19"
"156",2015-12-02,"23490"," 1431","  463","14113","12982"," 2177","  174","  105","   49","21260","18185","   16","   13","  697"," 4198"," 2015"," 1555"," 8894"," 4959"," 3046"," 1464"," 3249","  855","    9"," 7795"," 2944","   15"
"157",2015-12-03,"25277"," 1346","  510","14909","13095"," 2016","  210","   87","   82","24240","19468","   17","    6","  636"," 3729"," 1674"," 1439"," 9813"," 6029"," 3488"," 2012"," 2796","  660","    9"," 6776"," 2381","   18"
"158",2015-12-04,"33495"," 1430","  637","21714","19102"," 2225","  224","  130","   75","43894","28000","   17","    7","  759"," 3809"," 1687"," 1642","11098"," 8417"," 3094"," 1417"," 2742","  629","   16"," 6810"," 2377","   21"
"159",2015-12-05,"36009"," 1791","  633","26813","12643"," 3232","  118","   94","   62","25101","18757","   12","   34"," 1378"," 2788"," 1410"," 1372"," 8657"," 5789"," 3027"," 1620"," 2875","  667","   12"," 5975"," 2160","   14"
"160",2015-12-06,"24249"," 1491","  672","13722","11983"," 2421","   97","   80","   35","22525","18081","   19","   18","  886"," 2937"," 1559"," 1353"," 9931"," 5800"," 2902"," 1522"," 3141","  870","   17"," 6378"," 2530","   11"
"161",2015-12-07,"25166"," 1402","  599","14755","12878"," 2158","  133","   96","   85","21680","18744","   19","   34","  716"," 5312"," 2592"," 1542"," 9865"," 5598"," 3113"," 1538"," 6779"," 2247","   10","12702"," 5081","   52"
"162",2015-12-08,"21972"," 1396","  487","13778","12174"," 2078","  256","   99","  113","19865","17589","   16","    6","  642"," 4458"," 1998"," 1728"," 7740"," 5145"," 3572"," 1810"," 3370","  976","   16"," 8155"," 3075","   32"
"163",2015-12-09,"23156"," 1252","  506","13828","11144"," 1923","  147","   94","   37","18824","16311","   54","   35","  641"," 3667"," 1525"," 1553"," 8773"," 4934"," 3205"," 1618"," 2833","  660","   20"," 6745"," 2243","    8"
"164",2015-12-10,"25346"," 1276","  611","14737","13374"," 1940","  120","   85","   58","22283","20450","   19","   19","  621"," 3361"," 1283"," 1615","10004"," 6727"," 3631"," 1980"," 2672","  565","   57"," 6317"," 1909","   24"
"165",2015-12-11,"32671"," 1634","  741","18869","21574"," 2353","  158","  104","  170","34191","33050","   13","   20","  678"," 2929"," 1258"," 1732","13010","10878"," 3405"," 1645"," 2840","  599","   27"," 6049"," 1924","    7"
"166",2015-12-12,"22655"," 1688","  661","12368","12756"," 3154","  163","   97","  106","21188","19788","   17","   16"," 1387"," 2648"," 1126"," 1357"," 9676"," 6669"," 3175"," 1756"," 3156","  579","   12"," 6105"," 1759","   13"
"167",2015-12-13,"23804"," 1434","  620","12141","10843"," 2271","  112","  101","   69","18529","16842","   20","   10","  790"," 2658"," 1199"," 1330","11016"," 5726"," 3274"," 1908"," 3410","  707","   15"," 6398"," 1977","   13"
"168",2015-12-14,"21510"," 1417","  536","12858","10532"," 2097","  242","   94","   62","16975","15295","   23","   12","  649"," 3750"," 1474"," 1443"," 8192"," 4515"," 3002"," 1546"," 3836","  884","   17"," 7967"," 2451","   14"
"169",2015-12-15,"20779"," 1272","  476","12145"," 9639"," 1927","  270","  120","   51","16229","14174","   14","   18","  630"," 3330"," 1163"," 1421"," 8168"," 4325"," 2954"," 1494"," 2846","  562","   16"," 6461"," 1780","    7"
"170",2015-12-16,"22102"," 1184","  469","12898","10112"," 1887","  434","   79","   44","17310","15161","   19","   10","  667"," 3372"," 1113"," 1517"," 8763"," 4819"," 3196"," 1647"," 2996","  515","   10"," 6645"," 1688","   33"
"171",2015-12-17,"32153"," 1209","  511","18699","16561"," 1871","  324","  112","   51","27101","25678","   17","   10","  616"," 3213"," 1217"," 1656","12704"," 8638"," 3788"," 2080"," 2774","  516","    9"," 6260"," 1781","   48"
"172",2015-12-18,"41394"," 1515","  677","23543","24524"," 2288","  313","  133","  401","39737","38810","   15","   14","  733"," 3237"," 1229"," 1846","16821","13519"," 3754"," 1871"," 3098","  616","   17"," 6656"," 1925","   29"
"173",2015-12-19,"27395"," 1661","  696","14375","14212"," 3063","  402","  107","   63","24405","23236","   39","   27"," 1325"," 2497"," 1193"," 1515","12309"," 8535"," 3404"," 1851"," 3619","  634","   13"," 6447"," 1896","   25"
"174",2015-12-20,"23564"," 1419","  609","11959","11220"," 2309","  231","  100","   56","19266","17588","   12","   16","  846"," 2403"," 1282"," 1288","11009"," 6053"," 2942"," 1636"," 2760","  629","    7"," 5421"," 1973","   21"
"175",2015-12-21,"23564"," 1522","  566","13000","11584"," 2257","  155","   86","   58","18386","16860","   22","    6","  699"," 4307"," 1381"," 1471"," 9993"," 5035"," 2966"," 1469"," 5523","  893","    8","10411"," 2366","   52"
"176",2015-12-22,"24078"," 1393","  513","12894","10134"," 2211","  186","  109","   47","17300","15643","   29","    7","  763"," 4551"," 1222"," 1357","10592"," 5241"," 2735"," 1340"," 5004","  768","    9","10119"," 2074","   22"
"177",2015-12-23,"22777"," 1376","  437","12381"," 9494"," 2154","  121","   87","   68","15756","14455","   18","   13","  744"," 3469"," 1163"," 1551"," 9826"," 4743"," 3323"," 1738"," 3907","  727","    8"," 7823"," 1963","   47"
"178",2015-12-24,"20594","  976","  326"," 9717"," 7781"," 1630","   97","   94","   53","13434","12624","   14","    6","  623"," 2426","  813"," 1742","10262"," 4623"," 5296"," 3475"," 3801","  624","    7"," 6672"," 1494","   35"
"179",2015-12-25,"19252"," 1058","  393"," 9015"," 7701"," 2101","   91","  122","   37","13976","12586","   14","    5","  984"," 2042","  792"," 1591"," 9631"," 4668"," 5853"," 4189"," 3198","  625","    9"," 5604"," 1467","   28"
"180",2015-12-26,"19506"," 1562","  480"," 9435"," 7721"," 3247","   64","   71","   51","13926","12549","    8","    8"," 1605"," 2220","  919"," 1477"," 9542"," 4627"," 3692"," 2170"," 3310","  658","   14"," 5881"," 1647","   23"
"181",2015-12-27,"21554"," 1360","  550","10174"," 8161"," 2390","  119","   78","   83","15033","13432","   18","   15","  985"," 3089"," 1200"," 1506","10788"," 5051"," 3701"," 2154"," 4400","  878","   12"," 7923"," 2172","   27"
"182",2015-12-28,"24319"," 1484","  476","12114"," 8792"," 2587","  253","   88","   52","16088","14028","   41","   10"," 1033"," 4817"," 1522"," 1762","11573"," 5003"," 3682"," 1881"," 7186"," 1396","    9","12734"," 3062","   34"
"183",2015-12-29,"25922"," 1560","  511","13587"," 8864"," 2602","  266","   93","   60","15678","14168","   18","    5","  991"," 4527"," 1424"," 1804","11702"," 5066"," 3775"," 1928"," 5442"," 1196","    5","10537"," 2727","   22"
"184",2015-12-30,"25322"," 1430","  458","12506"," 8239"," 2410","  208","  124","  122","14993","13160","   15","    6","  935"," 5104"," 1597"," 1835","12171"," 4702"," 4257"," 2379"," 6247"," 1374","    9","12023"," 3120","   30"
"185",2015-12-31,"21171","  973","  276"," 9909"," 6205"," 1700","  104","   76","   25","11886","10428","   22","    9","  697"," 4173"," 1121"," 1260","10696"," 4027"," 3171"," 1866"," 6008"," 1303","   11","10831"," 2557","   24"
"186",2016-01-01,"24123"," 1795","  434","10770"," 7683"," 3203","  201","   95","  117","15139","13332","   26","    7"," 1226"," 3464"," 1362"," 1041","12650"," 5430"," 3125"," 2042"," 5382"," 1230","   20"," 9387"," 2709","   26"
"187",2016-01-02,"21638"," 2532","  593","10763"," 8367"," 4774","  112","   97","  210","15482","13717","   21","   27"," 2022"," 3466"," 1539"," 1277","10314"," 5164"," 3128"," 1804"," 4252"," 1186","   43"," 8194"," 2836","   25"
"188",2016-01-03,"22364"," 1818","  637","11241"," 9038"," 3089","  145","  134","  211","16743","14271","   14","   15"," 1174"," 3484"," 1816"," 1527","10479"," 5003"," 3661"," 2082"," 4671"," 1297","   28"," 8699"," 3259","   21"
